time,battery_voltage,humidity,motion,temperature
2025-09-21 17:26:35.537687418+00:00,3.083,67.8,13926,26.11
2025-09-21 17:29:25.414507123+00:00,3.084,68.0,13942,26.11
2025-09-21 18:48:06.592447319+00:00,3.082,65.1,13976,26.39
2025-09-21 18:52:12.464460662+00:00,3.085,65.6,13979,26.4
2025-09-21 19:21:02.772503298+00:00,3.084,64.8,13984,26.33
2025-09-21 19:22:11.947842841+00:00,3.083,65.1,13987,26.31
2025-09-21 19:27:15.085510953+00:00,3.084,64.9,13989,26.34
2025-09-21 19:29:37.630479772+00:00,3.084,64.9,13999,26.33
2025-09-21 19:34:48.280458914+00:00,3.084,64.3,14003,26.31
2025-09-21 19:42:58.903742096+00:00,3.085,63.1,14007,26.33
2025-09-21 19:47:04.736895398+00:00,3.085,63.7,14009,26.24
2025-09-21 19:49:48.658978899+00:00,3.083,63.6,14010,26.22
2025-09-21 20:00:51.506235362+00:00,3.083,64.5,14014,26.24
2025-09-21 20:03:12.414813008+00:00,3.083,64.8,14019,26.29
2025-09-21 20:09:45.685773186+00:00,3.083,65.4,14053,26.23
2025-09-21 20:12:35.402847174+00:00,3.085,65.5,14061,26.24
2025-09-21 20:14:36.051935056+00:00,3.083,65.6,14080,26.24
2025-09-21 20:16:42.490960250+00:00,3.083,65.7,14096,26.24
2025-09-21 20:19:45.759941793+00:00,3.084,65.8,14101,26.23
2025-09-21 20:22:09.249823954+00:00,3.084,65.9,14107,26.24
2025-09-21 20:22:16.262546209+00:00,3.083,65.9,14108,26.23
2025-09-21 20:26:24.676401786+00:00,3.084,64.8,14118,26.23
2025-09-21 20:32:08.269443312+00:00,3.086,63.7,14134,26.23
2025-09-21 20:43:41.402385681+00:00,3.082,64.1,14148,25.91
2025-09-21 20:50:18.432356052+00:00,3.083,64.1,14182,25.82
2025-09-21 20:52:23.096340766+00:00,3.084,64.2,14188,25.84
2025-09-21 20:56:42.115820279+00:00,3.084,64.0,14197,25.85
2025-09-21 20:59:26.844311573+00:00,3.084,64.1,14202,25.82
2025-09-21 21:01:29.967904825+00:00,3.083,64.2,14214,25.81
2025-09-21 21:03:41.486987470+00:00,3.083,64.4,14230,25.79
2025-09-21 21:07:43.519917948+00:00,3.084,64.4,14257,25.76
2025-09-21 21:09:55.275973440+00:00,3.085,64.2,14267,25.76
2025-09-21 21:13:18.163703430+00:00,3.084,64.7,14275,25.74
2025-09-21 21:15:20.620849099+00:00,3.085,64.8,14283,25.75
2025-09-21 21:17:31.744921892+00:00,3.082,65.2,14286,25.79
2025-09-21 21:22:26.693337701+00:00,3.084,65.5,14300,25.88
2025-09-21 21:28:35.633959179+00:00,3.085,65.8,14354,25.95
2025-09-21 21:31:08.512926038+00:00,3.083,65.8,14363,25.98
2025-09-21 21:34:22.956084355+00:00,3.082,66.0,14373,25.98
2025-09-21 21:38:08.228890108+00:00,3.083,65.9,14376,26.0
2025-09-21 21:43:43.017019214+00:00,3.085,65.6,14377,26.05
2025-09-21 21:46:33.990350632+00:00,3.084,65.2,14378,26.05
2025-09-21 21:49:08.787421522+00:00,3.084,65.1,14380,26.06
2025-09-21 21:52:09.371216647+00:00,3.083,65.2,14382,26.07
2025-09-21 21:52:16.393492397+00:00,3.084,65.2,14383,26.06
2025-09-21 21:54:14.995019984+00:00,3.085,65.1,14387,26.05
2025-09-21 21:56:31.099726990+00:00,3.084,65.4,14390,26.06
2025-09-21 21:58:38.053260821+00:00,3.083,65.6,14402,26.07
2025-09-21 22:01:08.669188111+00:00,3.085,65.8,14413,26.09
2025-09-21 22:04:20.094989927+00:00,3.084,65.8,14416,26.07
2025-09-21 22:06:30.505670852+00:00,3.084,66.0,14426,26.09
2025-09-21 22:17:12.178707219+00:00,3.084,65.7,14442,26.11
2025-09-21 22:22:08.803032532+00:00,3.083,65.9,14450,26.11
2025-09-21 22:32:48.705987069+00:00,3.083,66.1,14472,26.11
2025-09-21 22:34:52.507998314+00:00,3.084,65.9,14495,26.11
2025-09-21 22:36:57.194732513+00:00,3.084,65.8,14503,26.15
2025-09-21 22:39:11.465991581+00:00,3.082,65.7,14520,26.12
2025-09-21 22:44:32.753678535+00:00,3.083,65.5,14532,26.12
2025-09-21 22:52:08.270682369+00:00,3.083,65.3,14540,26.12
2025-09-21 22:52:54.532822765+00:00,3.083,65.4,14541,26.15
2025-09-21 22:57:54.180786822+00:00,3.084,65.2,14550,26.13
2025-09-21 23:00:19.489971071+00:00,3.083,65.2,14551,26.12
2025-09-21 23:04:14.268133623+00:00,3.084,65.0,14557,26.13
2025-09-21 23:06:15.235175201+00:00,3.083,65.2,14564,26.15
2025-09-21 23:22:07.793339676+00:00,3.085,64.9,14580,26.13
2025-09-21 23:29:02.168813273+00:00,3.084,65.3,14581,26.06
2025-09-21 23:37:31.342075342+00:00,3.084,65.0,14587,26.07
2025-09-21 23:45:18.125691464+00:00,3.083,66.1,14592,25.44
2025-09-21 23:50:21.413964390+00:00,3.084,67.2,14601,25.21
2025-09-21 23:52:07.222254226+00:00,3.084,67.4,14601,25.2
2025-09-22 00:22:06.702130251+00:00,3.084,69.1,14601,24.79
2025-09-22 00:52:06.173398737+00:00,3.083,68.9,14601,24.92
2025-09-22 01:22:05.677532353+00:00,3.084,68.4,14601,25.36
2025-09-22 01:41:43.225012369+00:00,3.083,68.3,14602,25.41
2025-09-22 01:46:14.124464749+00:00,3.083,68.2,14607,25.45
2025-09-22 01:52:05.176853253+00:00,3.085,68.5,14609,25.47
2025-09-22 02:22:04.608677662+00:00,3.085,67.7,14609,25.58
2025-09-22 02:52:04.114491612+00:00,3.084,67.6,14609,25.64
2025-09-22 03:22:03.567333432+00:00,3.084,67.9,14609,25.6
2025-09-22 03:22:26.500113367+00:00,3.083,68.0,14610,25.6
2025-09-22 03:40:16.963135909+00:00,3.083,68.1,14611,25.63
2025-09-22 03:42:29.381868516+00:00,3.085,68.5,14621,25.64
2025-09-22 03:52:03.042160870+00:00,3.084,68.1,14621,25.61
2025-09-22 04:22:02.513369507+00:00,3.083,67.5,14621,25.56
2025-09-22 04:30:35.454575178+00:00,3.084,67.6,14622,25.56
2025-09-22 04:45:50.784716750+00:00,3.084,67.7,14624,25.58
2025-09-22 04:51:53.610887406+00:00,3.085,67.8,14625,25.6
2025-09-22 04:52:02.022277312+00:00,3.084,67.8,14625,25.6
2025-09-22 04:59:25.679603326+00:00,3.085,67.8,14627,25.6
2025-09-22 05:22:01.453725330+00:00,3.084,67.5,14627,25.5
2025-09-22 05:34:16.515779006+00:00,3.083,67.1,14628,25.51
2025-09-22 05:37:15.690090732+00:00,3.085,67.6,14632,25.5
2025-09-22 05:47:43.542140012+00:00,3.083,67.5,14634,25.38
2025-09-22 05:52:00.970461990+00:00,3.084,68.1,14638,25.37
2025-09-22 05:57:15.562056996+00:00,3.084,68.5,14639,25.34
2025-09-22 05:59:52.936430970+00:00,3.083,68.6,14642,25.33
2025-09-22 06:10:46.029025433+00:00,3.084,68.9,14652,25.37
2025-09-22 06:13:33.780036930+00:00,3.084,68.6,14654,25.36
2025-09-22 06:15:34.281731573+00:00,3.085,68.9,14662,25.36
2025-09-22 06:17:47.992262553+00:00,3.082,68.9,14666,25.34
2025-09-22 06:22:00.429741776+00:00,3.084,69.0,14669,25.31
2025-09-22 06:22:34.018812614+00:00,3.084,69.0,14670,25.3
2025-09-22 06:24:39.040226909+00:00,3.084,69.1,14681,25.31
2025-09-22 06:26:41.408081144+00:00,3.084,69.0,14693,25.29
2025-09-22 06:28:45.746177339+00:00,3.084,69.4,14711,25.3
2025-09-22 06:30:54.563393839+00:00,3.085,69.5,14724,25.26
2025-09-22 06:33:33.469476054+00:00,3.085,68.9,14735,25.26
2025-09-22 06:35:45.957632581+00:00,3.083,69.0,14743,25.27
2025-09-22 06:39:40.134440743+00:00,3.084,68.6,14755,25.27
2025-09-22 06:44:19.548786918+00:00,3.084,67.9,14765,25.24
2025-09-22 06:46:20.085699237+00:00,3.085,67.6,14771,25.23
2025-09-22 06:49:38.522804731+00:00,3.083,67.5,14788,25.23
2025-09-22 06:51:59.879022904+00:00,3.085,67.6,14789,25.21
2025-09-22 06:53:16.308150100+00:00,3.084,67.6,14790,25.2
2025-09-22 06:57:56.397216332+00:00,3.085,67.6,14795,25.17
2025-09-22 07:21:59.389033174+00:00,3.084,67.7,14803,25.1
2025-09-22 07:49:12.787652473+00:00,3.084,67.7,14811,25.24
2025-09-22 07:51:58.845793725+00:00,3.084,68.0,14817,25.29
2025-09-22 07:57:49.366220161+00:00,3.083,68.0,14818,25.34
2025-09-22 07:59:53.707539437+00:00,3.084,67.9,14826,25.4
2025-09-22 08:02:00.393492233+00:00,3.085,67.7,14847,25.52
2025-09-22 08:05:17.099501996+00:00,3.083,66.9,14850,25.69
2025-09-22 08:12:28.476122920+00:00,3.084,66.1,14852,26.09
2025-09-22 08:14:34.495866025+00:00,3.085,65.9,14866,26.18
2025-09-22 08:16:34.998928738+00:00,3.083,65.5,14876,26.3
2025-09-22 08:18:39.480625071+00:00,3.084,65.5,14894,26.37
2025-09-22 08:20:41.255490190+00:00,3.086,65.3,14915,26.49
2025-09-22 08:21:58.365698185+00:00,3.082,65.1,14927,26.51
2025-09-22 08:32:07.201658471+00:00,3.084,64.2,14928,26.92
2025-09-22 08:34:31.158473468+00:00,3.083,64.0,14938,27.05
2025-09-22 08:51:57.835783955+00:00,3.083,64.1,14944,27.32
2025-09-22 09:21:57.249222179+00:00,3.084,63.8,14944,26.82
2025-09-22 09:51:56.826734294+00:00,3.084,65.9,14944,26.82
2025-09-22 10:21:56.224060025+00:00,3.082,65.5,14944,26.77
2025-09-22 11:21:55.188589048+00:00,3.083,65.6,14944,26.85
2025-09-22 11:51:54.642110667+00:00,3.086,64.8,14944,26.94
2025-09-23 09:32:22.202361627+00:00,3.084,64.6,15780,26.81
2025-09-23 09:42:18.736000452+00:00,3.084,64.3,15782,26.75
2025-09-23 09:48:55.177175+00:00,3.085,64.0,15789,26.77
2025-09-23 09:51:31.578167053+00:00,3.084,64.1,15794,26.75
2025-09-23 10:14:27.338265809+00:00,3.085,63.8,15795,26.73
2025-09-23 10:21:31.073655877+00:00,3.085,64.0,15795,26.74
2025-09-23 10:27:42.687017898+00:00,3.085,64.1,15796,26.71
2025-09-23 10:31:59.422071538+00:00,3.085,62.6,15811,26.73
2025-09-23 10:36:27.302366867+00:00,3.085,63.1,15827,26.65
2025-09-23 10:38:41.645810720+00:00,3.085,62.8,15832,26.61
2025-09-23 10:40:48.638735314+00:00,3.084,63.3,15842,26.62
2025-09-23 10:51:30.566743407+00:00,3.086,64.9,15856,26.39
2025-09-23 11:21:30.033456355+00:00,3.084,62.6,15856,26.53
2025-09-23 11:51:29.546265442+00:00,3.085,56.5,15856,26.71
2025-09-23 11:57:03.893286589+00:00,3.085,56.8,15857,26.81
2025-09-23 11:59:20.654487791+00:00,3.085,56.0,15864,26.85
2025-09-23 12:01:22.806315296+00:00,3.084,54.1,15875,26.85
2025-09-23 12:06:11.239131424+00:00,3.086,52.5,15883,26.92
2025-09-23 12:08:35.331720086+00:00,3.084,53.1,15886,26.95
2025-10-09 03:01:35.274256860+00:00,3.079,70.9,7064,23.97
2025-10-09 03:11:35.102816894+00:00,3.078,71.4,7064,23.83
2025-10-09 03:21:34.887149076+00:00,3.079,69.8,7064,23.51
2025-10-09 03:31:34.709892187+00:00,3.078,69.8,7064,23.54
2025-10-09 03:41:34.523338099+00:00,3.079,67.5,7064,23.49
2025-10-09 03:51:34.365438060+00:00,3.078,68.3,7064,23.65
2025-10-09 04:01:34.188833353+00:00,3.079,68.6,7064,23.75
2025-10-09 04:11:34.016504082+00:00,3.08,68.9,7064,23.82
2025-10-09 04:21:33.845682360+00:00,3.08,68.3,7064,23.69
2025-10-09 04:31:33.668357093+00:00,3.079,68.5,7064,23.76
2025-10-09 04:41:33.505926385+00:00,3.078,68.2,7064,23.83
2025-10-09 04:51:33.326857486+00:00,3.079,68.1,7064,23.83
2025-10-09 05:01:33.135951479+00:00,3.079,68.2,7064,23.83
2025-10-09 05:11:32.997205305+00:00,3.079,68.5,7064,23.86
2025-10-09 05:21:32.854649616+00:00,3.078,69.0,7064,23.87
2025-10-09 05:31:32.658653335+00:00,3.079,69.5,7064,23.9
2025-10-09 05:41:32.493082881+00:00,3.079,69.8,7064,23.86
2025-10-09 05:51:32.310192089+00:00,3.081,70.3,7064,23.8
2025-10-09 06:01:32.120965488+00:00,3.08,70.1,7064,23.8
2025-10-09 06:11:31.960535396+00:00,3.079,69.2,7064,23.73
2025-10-09 06:21:31.771410219+00:00,3.079,68.8,7064,23.76
2025-10-09 06:31:31.609300017+00:00,3.076,68.7,7064,23.77
2025-10-09 06:41:31.441063658+00:00,3.079,69.0,7064,23.8
2025-10-09 06:51:31.271189001+00:00,3.077,68.6,7064,23.75
2025-10-09 07:01:31.090053458+00:00,3.078,69.3,7064,23.8
2025-10-09 07:11:30.908388520+00:00,3.078,69.3,7064,23.83
2025-10-09 07:21:30.741473884+00:00,3.08,69.4,7064,23.83
2025-10-09 07:31:30.574566+00:00,3.078,69.8,7064,23.89
2025-10-09 07:41:30.368695341+00:00,3.079,69.1,7064,23.89
2025-10-09 07:51:30.202500441+00:00,3.079,69.3,7064,23.86
2025-10-09 08:01:30.041054887+00:00,3.079,69.9,7064,23.92
2025-10-09 08:11:29.864374155+00:00,3.077,69.6,7064,23.96
2025-10-09 08:21:29.690880996+00:00,3.079,68.5,7064,24.0
2025-10-09 08:31:29.481358216+00:00,3.08,69.5,7064,24.0
2025-10-09 08:41:29.300317477+00:00,3.079,69.6,7064,24.03
2025-10-09 08:51:29.163968763+00:00,3.078,69.3,7064,24.03
2025-10-09 09:01:28.952686004+00:00,3.079,69.6,7064,24.07
2025-10-09 09:11:28.794229923+00:00,3.08,69.4,7064,24.16
2025-10-09 09:21:28.607333657+00:00,3.078,69.6,7064,24.2
2025-10-09 09:31:28.454230277+00:00,3.077,69.9,7064,24.3
2025-10-09 09:41:28.266891270+00:00,3.079,69.7,7064,24.34
2025-10-09 09:51:28.086168737+00:00,3.08,69.8,7064,24.41
2025-10-09 10:01:27.919403969+00:00,3.078,69.7,7064,24.47
2025-10-09 10:11:27.738832827+00:00,3.077,69.4,7064,24.55
2025-10-09 10:21:27.568644484+00:00,3.079,69.2,7064,24.62
2025-10-09 10:31:27.406993006+00:00,3.078,68.5,7064,24.69
2025-10-09 10:41:27.258706728+00:00,3.079,66.8,7064,24.79
2025-10-09 10:51:27.090226745+00:00,3.078,68.1,7064,24.86
2025-10-09 11:01:26.867631369+00:00,3.079,67.3,7064,25.02
2025-10-09 11:31:26.362708269+00:00,3.079,70.2,7064,25.21
2025-10-09 11:41:26.175301957+00:00,3.078,68.4,7064,25.23
2025-10-09 11:51:25.996549915+00:00,3.078,67.4,7064,25.23
2025-10-09 12:01:25.886274505+00:00,3.079,67.0,7064,25.23
2025-10-09 12:11:25.657602943+00:00,3.079,67.0,7064,25.21
2025-10-09 12:31:25.299159803+00:00,3.08,66.5,7064,25.14
2025-10-09 12:41:25.130262802+00:00,3.08,65.6,7064,25.13
2025-10-09 12:51:24.958121214+00:00,3.079,65.9,7064,25.1
2025-10-09 13:01:24.826040013+00:00,3.08,66.1,7064,25.13
2025-10-09 13:11:24.627215502+00:00,3.08,66.6,7064,25.2
2025-10-09 13:21:24.433807911+00:00,3.079,67.2,7064,25.23
2025-10-09 13:31:24.265677035+00:00,3.077,67.5,7064,25.27
2025-10-09 13:41:24.078489079+00:00,3.078,67.3,7064,25.36
2025-10-09 13:51:23.954124380+00:00,3.079,67.8,7064,25.37
2025-10-09 14:01:23.768007911+00:00,3.079,67.7,7064,25.45
2025-10-09 14:11:23.596906+00:00,3.079,67.6,7064,25.48
2025-10-09 14:21:23.406362977+00:00,3.078,67.6,7064,25.56
2025-10-09 14:31:23.235876344+00:00,3.078,66.7,7064,25.58
2025-10-09 14:41:23.069418769+00:00,3.079,66.5,7064,25.64
2025-10-09 14:51:22.906441077+00:00,3.08,65.8,7064,25.63
2025-10-09 15:01:22.727164246+00:00,3.078,65.6,7064,25.65
2025-10-09 15:11:22.543588407+00:00,3.079,65.3,7064,25.69
2025-10-09 15:21:22.371025642+00:00,3.079,65.2,7064,25.72
2025-10-09 15:31:22.207594509+00:00,3.079,65.3,7064,25.72
2025-10-09 15:41:22.046385001+00:00,3.076,65.3,7064,25.72
2025-10-09 15:51:21.854715796+00:00,3.078,65.6,7064,25.76
2025-10-09 16:01:21.668557582+00:00,3.08,65.8,7064,25.75
2025-10-09 16:11:21.512123866+00:00,3.078,65.4,7064,25.78
2025-10-09 16:21:21.323511941+00:00,3.079,65.3,7064,25.78
2025-10-09 16:31:21.135568826+00:00,3.076,65.2,7064,25.82
2025-10-09 16:41:20.949552463+00:00,3.08,64.6,7064,25.81
2025-10-09 16:51:20.936972231+00:00,3.079,64.1,7064,25.81
2025-10-09 17:01:20.601004901+00:00,3.08,64.0,7064,25.82
2025-10-09 17:11:20.435050072+00:00,3.08,64.2,7064,25.82
2025-10-09 17:21:20.257058426+00:00,3.079,63.8,7064,25.82
2025-10-09 17:31:20.120163641+00:00,3.079,63.9,7064,25.81
2025-10-09 17:41:19.946481681+00:00,3.079,64.3,7064,25.81
2025-10-09 17:51:19.767040126+00:00,3.079,64.0,7064,25.76
2025-10-09 18:01:19.587675949+00:00,3.079,63.5,7064,25.76
2025-10-09 18:11:19.418180795+00:00,3.079,63.7,7064,25.75
2025-10-09 18:21:19.215235813+00:00,3.078,64.0,7064,25.71
2025-10-09 18:31:19.041837742+00:00,3.08,64.1,7064,25.67
2025-10-09 18:41:18.867839446+00:00,3.079,64.4,7064,25.64
2025-10-09 18:51:18.732069626+00:00,3.08,64.7,7064,25.54
2025-10-09 19:01:18.559861379+00:00,3.08,65.0,7064,25.56
2025-10-09 19:11:18.376169564+00:00,3.079,65.6,7064,25.56
2025-10-09 19:21:18.198565706+00:00,3.078,65.9,7064,25.6
2025-10-09 19:31:18.026152174+00:00,3.078,66.4,7064,25.56
2025-10-09 19:41:17.849442430+00:00,3.08,66.4,7064,25.57
2025-10-09 19:51:17.649619474+00:00,3.079,66.6,7064,25.6
2025-10-09 20:01:17.508328429+00:00,3.079,66.7,7064,25.6
2025-10-09 20:11:17.326847684+00:00,3.08,66.8,7064,25.61
2025-10-09 20:21:17.158911512+00:00,3.079,67.1,7064,25.64
2025-10-09 20:31:16.978462293+00:00,3.079,67.3,7064,25.69
2025-10-09 20:41:16.793488519+00:00,3.079,67.3,7064,25.65
2025-10-09 20:51:16.615337200+00:00,3.079,67.1,7064,25.64
2025-10-09 21:01:16.433151365+00:00,3.08,67.1,7064,25.65
2025-10-09 21:11:16.274976679+00:00,3.08,67.7,7064,25.68
2025-10-09 21:21:16.084723512+00:00,3.079,68.0,7064,25.68
2025-10-09 21:31:15.931625130+00:00,3.08,67.7,7064,25.68
2025-10-09 21:41:15.735291337+00:00,3.079,68.2,7064,25.67
2025-10-09 21:51:15.564641621+00:00,3.078,69.0,7064,25.68
2025-10-09 22:01:15.418770715+00:00,3.08,68.7,7064,25.68
2025-10-09 22:11:15.236072662+00:00,3.08,68.0,7064,25.67
2025-10-09 22:21:15.027615880+00:00,3.078,68.7,7064,25.67
2025-10-09 22:31:14.860326464+00:00,3.08,69.1,7064,25.69
2025-10-09 22:41:14.734380626+00:00,3.08,69.2,7064,25.65
2025-10-09 22:51:14.512651506+00:00,3.079,68.8,7064,25.65
2025-10-09 23:01:14.382976048+00:00,3.081,68.8,7064,25.63
2025-10-09 23:11:14.193016756+00:00,3.08,69.3,7064,25.63
2025-10-09 23:21:13.998734182+00:00,3.079,69.5,7064,25.63
2025-10-09 23:31:13.868459356+00:00,3.079,69.1,7064,25.6
2025-10-09 23:41:13.647503646+00:00,3.079,69.4,7064,25.6
2025-10-09 23:51:13.507394516+00:00,3.08,69.3,7064,25.6
2025-10-10 00:01:13.297215615+00:00,3.08,69.3,7064,25.57
2025-10-10 00:11:13.116737994+00:00,3.08,69.2,7064,25.52
2025-10-10 00:21:12.946483067+00:00,3.08,69.4,7064,25.51
2025-10-10 00:31:12.806731862+00:00,3.08,69.4,7064,25.5
2025-10-10 00:41:12.617209565+00:00,3.08,69.7,7064,25.47
2025-10-10 00:51:12.417047514+00:00,3.081,69.8,7064,25.41
2025-10-10 01:01:12.248903284+00:00,3.08,70.1,7064,25.38
2025-10-10 01:11:12.077417313+00:00,3.079,69.5,7064,25.36
2025-10-10 01:21:11.902184004+00:00,3.08,70.0,7064,25.33
2025-10-10 01:31:11.734042245+00:00,3.08,70.0,7064,25.31
2025-10-10 01:41:11.556819268+00:00,3.079,69.8,7064,25.3
2025-10-10 01:51:11.427925384+00:00,3.08,69.9,7064,25.24
2025-10-10 02:01:11.253297560+00:00,3.081,69.7,7064,25.23
2025-10-10 02:11:11.079914351+00:00,3.08,69.1,7064,25.17
2025-10-10 02:21:10.909160385+00:00,3.079,68.9,7064,25.06
2025-10-10 02:31:10.715998272+00:00,3.081,69.4,7064,24.96
2025-10-10 02:41:10.535120976+00:00,3.08,69.7,7064,24.96
2025-10-10 02:51:10.379294422+00:00,3.08,70.0,7064,24.92
2025-10-10 03:01:10.213291064+00:00,3.08,70.2,7064,24.9
2025-10-10 03:11:10.023492741+00:00,3.08,70.3,7064,24.89
2025-10-10 03:21:09.852238472+00:00,3.082,70.5,7064,24.9
2025-10-10 03:31:09.667845775+00:00,3.081,70.7,7064,24.89
2025-10-10 03:41:09.505807632+00:00,3.079,70.8,7064,24.89
2025-10-10 03:51:09.322489199+00:00,3.08,70.8,7064,24.89
2025-10-10 04:01:09.164445124+00:00,3.08,71.1,7064,24.9
2025-10-10 04:11:08.974685640+00:00,3.079,71.5,7064,24.92
2025-10-10 04:21:08.807956764+00:00,3.081,71.4,7064,24.9
2025-10-10 04:31:08.624981222+00:00,3.078,71.7,7064,24.9
2025-10-10 04:41:08.463817519+00:00,3.079,71.6,7064,24.87
2025-10-10 04:51:08.281602366+00:00,3.079,71.3,7064,24.87
2025-10-10 05:01:08.114782192+00:00,3.079,71.1,7064,24.86
2025-10-10 05:11:07.915645955+00:00,3.079,71.2,7064,24.86
2025-10-10 05:21:07.721259758+00:00,3.081,71.1,7064,24.83
2025-10-10 05:31:07.565477527+00:00,3.079,71.0,7064,24.85
2025-10-10 05:41:07.394082646+00:00,3.081,71.1,7064,24.81
2025-10-10 05:51:07.196094234+00:00,3.081,71.4,7064,24.81
2025-10-10 06:01:07.067499224+00:00,3.08,71.0,7064,24.79
2025-10-10 06:11:06.903042595+00:00,3.081,71.3,7064,24.75
2025-10-10 06:21:06.761409162+00:00,3.079,72.2,7064,24.71
2025-10-10 06:31:06.538941681+00:00,3.08,72.1,7064,24.65
2025-10-10 06:41:06.520590831+00:00,3.081,72.1,7064,24.61
2025-10-10 06:51:06.200080967+00:00,3.08,72.4,7064,24.61
2025-10-10 07:01:05.998638056+00:00,3.078,72.7,7064,24.61
2025-10-10 07:11:05.838636584+00:00,3.081,76.6,7091,24.86
2025-10-10 07:21:05.672128234+00:00,3.079,71.7,7091,24.75
2025-10-10 07:31:05.516866366+00:00,3.08,72.2,7091,24.65
2025-10-10 07:41:05.330928895+00:00,3.082,72.8,7091,24.64
2025-10-10 07:51:05.150286931+00:00,3.08,72.6,7091,24.75
2025-10-10 08:01:04.974381096+00:00,3.08,73.4,7091,24.76
2025-10-10 08:11:04.807903738+00:00,3.08,73.6,7091,24.78
2025-10-10 08:21:04.624415170+00:00,3.08,74.0,7091,24.9
2025-10-10 08:31:04.447341165+00:00,3.08,73.9,7091,25.12
2025-10-10 08:41:04.278555897+00:00,3.081,72.4,7091,25.21
2025-10-10 08:51:04.089990969+00:00,3.08,72.2,7091,25.31
2025-10-10 09:01:03.940187720+00:00,3.08,72.3,7091,25.41
2025-10-10 09:11:03.746572007+00:00,3.081,71.9,7091,25.57
2025-10-10 09:21:03.588054054+00:00,3.08,71.5,7091,25.67
2025-10-10 09:31:03.401195990+00:00,3.081,71.4,7091,25.76
2025-10-10 09:41:03.220076609+00:00,3.079,70.0,7091,25.85
2025-10-10 09:51:03.071559199+00:00,3.08,69.1,7091,25.93
2025-10-10 10:01:03.021816531+00:00,3.079,69.5,7091,25.99
2025-10-10 10:11:02.730494337+00:00,3.081,70.0,7091,26.03
2025-10-10 10:21:02.537799842+00:00,3.08,69.6,7091,26.09
2025-10-10 10:31:02.369910746+00:00,3.079,68.8,7091,26.12
2025-10-10 10:41:02.183342739+00:00,3.081,66.8,7091,26.18
2025-10-10 10:51:02.015162323+00:00,3.08,65.7,7091,26.2
2025-10-10 11:01:01.852794738+00:00,3.079,66.5,7091,26.22
2025-10-10 11:11:01.661077485+00:00,3.08,66.1,7091,26.22
2025-10-10 11:21:01.510983819+00:00,3.08,65.1,7091,26.23
2025-10-10 11:31:01.285697374+00:00,3.079,64.9,7091,26.24
2025-10-10 11:41:01.115834335+00:00,3.081,65.6,7091,26.24
2025-10-10 11:51:00.932362797+00:00,3.079,65.8,7091,26.2
2025-10-10 12:01:00.747924727+00:00,3.08,66.3,7091,26.2
2025-10-10 12:11:00.576093874+00:00,3.079,66.4,7091,26.19
2025-10-10 12:21:00.416707730+00:00,3.08,66.8,7091,26.22
2025-10-10 12:31:00.228443563+00:00,3.079,67.2,7091,26.15
2025-10-10 12:41:00.045021184+00:00,3.08,67.1,7091,26.06
2025-10-10 12:50:59.885542531+00:00,3.079,66.5,7091,25.96
2025-10-10 13:00:59.714132895+00:00,3.08,66.8,7091,25.91
2025-10-10 13:10:59.542555015+00:00,3.08,66.4,7091,25.89
2025-10-10 13:20:59.382348574+00:00,3.08,66.2,7091,25.88
2025-10-10 13:30:59.241200401+00:00,3.08,65.2,7091,25.88
2025-10-10 13:40:59.026603340+00:00,3.079,64.6,7091,25.88
2025-10-10 13:50:58.848175210+00:00,3.081,64.3,7091,25.85
2025-10-10 14:00:58.676558402+00:00,3.08,65.2,7091,25.85
2025-10-10 14:10:58.504403844+00:00,3.079,66.7,7091,25.84
2025-10-10 14:20:58.322505218+00:00,3.08,67.1,7091,25.85
2025-10-10 14:30:58.138002417+00:00,3.079,67.5,7091,25.88
2025-10-10 14:40:57.970596796+00:00,3.081,67.9,7091,25.89
2025-10-10 14:50:57.819308125+00:00,3.08,68.4,7091,25.99
2025-10-10 15:00:57.612984007+00:00,3.08,68.3,7091,26.03
2025-10-10 15:10:57.496973291+00:00,3.08,68.0,7091,26.06
2025-10-10 15:20:57.322276021+00:00,3.08,66.3,7091,26.15
2025-10-10 15:30:57.108710198+00:00,3.08,64.5,7091,26.18
2025-10-10 15:40:56.920559133+00:00,3.08,64.3,7091,26.22
2025-10-10 15:50:56.750862724+00:00,3.08,64.1,7091,26.24
2025-10-10 16:00:56.576291201+00:00,3.08,63.6,7091,26.26
2025-10-10 16:10:56.434488728+00:00,3.08,64.0,7091,26.26
2025-10-10 16:20:56.257587068+00:00,3.081,61.1,7091,26.33
2025-10-10 16:30:56.088786528+00:00,3.081,61.8,7091,26.31
2025-10-10 16:40:55.920078988+00:00,3.079,61.7,7091,26.29
2025-10-10 16:50:55.765922642+00:00,3.08,62.3,7091,26.26
2025-10-10 17:00:55.529311358+00:00,3.08,62.8,7091,26.22
2025-10-10 17:10:55.385650208+00:00,3.081,62.8,7091,26.24
2025-10-10 17:20:55.196890971+00:00,3.08,62.4,7091,26.22
2025-10-10 17:30:55.024666741+00:00,3.08,62.8,7091,26.19
2025-10-10 17:40:54.845034609+00:00,3.08,63.3,7091,26.19
2025-10-10 17:50:54.670101161+00:00,3.081,63.3,7091,26.16
2025-10-10 18:00:54.497255830+00:00,3.079,63.8,7091,26.16
2025-10-10 18:10:54.325176963+00:00,3.08,62.9,7091,26.11
